 ,0,900,1800,2700,3600,4500,5400,6300,7200,8100,9000,9900,10800,11700,12600,13500,14400,15300,16200,17100,18000,18900,19800,20700,21600,22500,23400,24300,25200,26100,27000,27900,28800,29700,30600,31500,32400,33300,34200,35100,36000,36900,37800,38700,39600,40500,41400,42300,43200,44100,45000,45900,46800,47700,48600,49500,50400,51300,52200,53100,54000,54900,55800,56700,57600,58500,59400,60300,61200,62100,63000,63900,64800,65700,66600,67500,68400,69300,70200,71100,72000,72900,73800,74700,75600,76500,77400,78300,79200,80100,81000,81900,82800,83700,84600,85500,86400
J-449,7.86635,7.85528,7.84345,7.83095,7.67839,7.66556,7.65224,7.68057,7.61715,7.6264,7.63465,7.64191,7.64824,7.65369,7.65827,7.66207,7.75303,7.75484,7.75601,6.25406,6.52812,6.55052,7.01835,7.04218,7.54752,7.56594,7.58409,7.60159,8.29932,8.27607,8.28735,8.30329,9.04866,9.05611,9.06393,9.07179,9.31883,9.32386,9.32888,9.33383,9.43665,9.4404,9.4441,9.44772,9.45126,9.45469,9.45801,9.46121,9.41643,9.41996,9.42326,9.42639,9.30669,9.31059,9.3142,9.31757,9.27467,9.27808,9.28128,9.28433,9.28724,9.29005,9.29277,8.20329,7.55795,7.27236,8.0474,8.16902,8.46661,8.55491,8.63162,8.69919,9.09213,9.14216,9.18295,9.21686,9.64245,9.66414,9.68446,9.7029,9.82746,9.8423,9.85656,9.87014,9.7079,9.72194,9.73555,9.74881,7.95662,7.98122,8.00441,8.02627,6.93317,6.96119,7.23414,7.2009,6.75747
J-45,0.11485,0.133658,0.151446,0.168297,0.185702,0.200809,0.215112,0.23264,0.248662,0.263118,0.276757,0.28964,0.301809,0.313312,0.324192,0.334476,0.343428,0.352653,0.361402,0.476229,0.479556,0.485246,0.408018,0.407689,0.447888,0.446714,0.44622,0.446378,0.230951,0.227012,0.24973,0.27572,0.383279,0.402674,0.421574,0.439695,0.483386,0.499035,0.514089,0.528539,0.553204,0.566363,0.579097,0.591438,0.603378,0.614981,0.626257,0.63722,0.642741,0.653327,0.663607,0.673644,0.670511,0.680114,0.689469,0.698635,0.70276,0.711627,0.720357,0.72898,0.737515,0.746001,0.754438,-0.549757,-1.07307,-1.65374,-0.800233,-0.676415,-0.572635,-0.484045,-0.408095,-0.341873,-0.259671,-0.208631,-0.16811,-0.13541,-0.0775024,-0.0550814,-0.034756,-0.0170631,0.00712664,0.0213007,0.0344529,0.0466044,0.0434055,0.0541909,0.0646224,0.0747832,-0.0754223,-0.0650048,-0.0550562,-0.0456658,-0.127542,-0.116372,0.223632,0.192134,0.151512
J-450,0.0596048,0.0754582,0.0909802,0.106162,0.113272,0.127814,0.142065,0.156021,0.165513,0.178934,0.192069,0.204973,0.217618,0.230032,0.2422,0.25416,0.270932,0.282464,0.293796,0.311015,0.581989,0.585433,0.52189,0.522067,0.614262,0.61307,0.612768,0.612962,0.494846,0.462406,0.485122,0.512337,0.684921,0.705008,0.724554,0.743257,0.808698,0.824672,0.839982,0.854635,0.888212,0.90147,0.914273,0.926651,0.938617,0.95021,0.961457,0.972396,0.973535,0.984084,0.994322,1.00429,0.990012,0.999578,1.00888,1.01798,1.01788,1.02668,1.03533,1.04387,1.05232,1.06069,1.06901,-0.047127,-0.752742,-1.10977,-0.373609,-0.261189,-0.147585,-0.0658712,0.00491591,0.0667717,0.173371,0.220352,0.257775,0.288069,0.379272,0.400218,0.41927,0.436123,0.469289,0.482796,0.495488,0.507247,0.488153,0.498636,0.508804,0.518722,0.211104,0.221123,0.230798,0.240068,0.0527491,0.0633638,0.375966,0.349471,0.263365
J-451,2.53187,2.56656,2.59907,2.62953,2.62047,2.648,2.67376,2.69407,2.69939,2.72154,2.74317,2.76427,2.78485,2.80487,2.82436,2.8433,2.88316,2.90081,2.91796,3.05471,3.09297,3.11666,3.35832,3.37453,3.50591,3.51882,3.5315,3.54408,3.46424,3.45423,3.46935,3.48815,3.68145,3.69235,3.70341,3.71432,3.78131,3.78954,3.79762,3.80548,3.8362,3.84287,3.84941,3.85577,3.86197,3.86799,3.87385,3.87954,3.87379,3.8796,3.88518,3.89054,3.86691,3.87271,3.87823,3.88352,3.87774,3.88298,3.88804,3.89296,3.89776,3.90247,3.9071,2.5199,2.07974,1.48768,2.4449,2.57931,2.71727,2.81301,2.89585,2.96725,3.09644,3.15155,3.19602,3.23256,3.34195,3.36583,3.38793,3.40747,3.44639,3.46212,3.47694,3.49092,3.46887,3.48271,3.4961,3.50913,3.13742,3.15874,3.17882,3.1976,2.96687,2.99047,3.2937,3.25913,3.1477
J-452,0.0676628,0.0835166,0.0990114,0.114191,0.118916,0.133461,0.147702,0.161686,0.169923,0.183352,0.19651,0.209439,0.22211,0.234551,0.246768,0.258747,0.277096,0.288658,0.30002,0.311534,0.593214,0.596595,0.533029,0.533122,0.629901,0.628515,0.628059,0.628094,0.516648,0.47108,0.493992,0.522143,0.700957,0.72155,0.741575,0.760691,0.828389,0.844632,0.860179,0.875028,0.909586,0.922977,0.935897,0.948367,0.960415,0.972087,0.983393,0.994369,0.995161,1.00575,1.01602,1.02599,1.01076,1.02034,1.02966,1.03877,1.03831,1.04711,1.05577,1.06431,1.07274,1.08111,1.08942,0.00897433,-0.695208,-1.03239,-0.320333,-0.210684,-0.0969416,-0.0171384,0.0521486,0.11266,0.221487,0.267413,0.304035,0.333715,0.428656,0.449233,0.467959,0.484587,0.518747,0.532095,0.544655,0.556299,0.535278,0.545667,0.555754,0.565594,0.2422,0.252073,0.261661,0.270834,0.0725823,0.08306,0.385356,0.359967,0.270025
J-453,0.0579007,0.07371,0.0891868,0.10434,0.11048,0.125009,0.139226,0.153157,0.162132,0.175524,0.188652,0.201532,0.214171,0.226565,0.238751,0.250682,0.268077,0.279609,0.290936,0.303812,0.580744,0.584104,0.519809,0.51991,0.613911,0.612578,0.612155,0.612243,0.495901,0.455962,0.478826,0.506595,0.680603,0.701002,0.720834,0.739777,0.805895,0.822035,0.837492,0.852267,0.88618,0.899527,0.912396,0.924841,0.936867,0.94851,0.9598,0.970763,0.971827,0.982409,0.99267,1.00265,0.988139,0.997718,1.00703,1.01615,1.01596,1.02476,1.03342,1.04196,1.05042,1.05879,1.06711,-0.0292167,-0.733391,-1.08003,-0.3573,-0.246442,-0.133262,-0.0526367,0.0173032,0.0783884,0.185469,0.231866,0.268839,0.298781,0.391232,0.411969,0.430834,0.447561,0.481051,0.494469,0.507088,0.518787,0.498962,0.509397,0.519516,0.529391,0.217552,0.227482,0.237092,0.246291,0.0547982,0.0653055,0.372225,0.346342,0.258748
J-454,0.0688592,0.0816316,0.0943845,0.107075,0.118886,0.131309,0.14341,-0.0344214,-0.00727883,0.0164889,0.0379802,0.0573061,0.0745998,0.0900005,0.103647,0.115703,0.125808,0.135375,0.143903,0.159706,0.165299,0.171338,0.212674,0.214213,0.213243,0.215277,0.217993,0.222739,-0.052847,-0.0381862,-0.0114682,0.0148397,0.0511647,0.0704555,0.0889733,0.106655,0.126705,0.142257,0.157221,0.171584,0.186565,0.199798,0.212606,0.225,0.237024,0.248701,0.260053,0.271119,0.28136,0.291912,0.302253,0.312397,0.321065,0.330916,0.340531,0.349961,0.358793,0.367949,0.376969,0.385897,0.394747,0.403545,0.412316,0.421067,-1.30302,-1.9977,-1.25856,-1.11599,-1.02071,-0.913545,-0.819203,-0.739085,-0.688393,-0.626852,-0.57811,-0.539047,-0.517742,-0.489336,-0.464512,-0.444057,-0.428854,-0.412576,-0.398054,-0.384892,-0.370115,-0.359221,-0.34861,-0.33824,-0.314666,-0.303609,-0.292887,-0.282848,-0.266463,-0.255215,0.0996709,0.0416595,0.013824
J-455,0.0974532,0.10468,0.112038,0.120371,0.131416,0.143486,0.155352,0.0788219,0.0964368,0.112046,0.126432,0.139617,0.15169,0.162759,0.172813,0.182006,0.190112,0.197994,0.205156,0.217876,0.223021,0.228735,0.268799,0.27498,0.277919,0.284127,0.290108,0.29613,-0.0107084,-0.00817824,0.0105751,0.0311849,0.0721488,0.0880715,0.10388,0.12059,0.141631,0.156897,0.171876,0.186215,0.201462,0.21465,0.227415,0.23979,0.251779,0.263409,0.274732,0.285754,0.295713,0.30622,0.316501,0.326594,0.334761,0.344571,0.354149,0.363542,0.372197,0.381305,0.390291,0.399175,0.407989,0.416746,0.425479,0.434178,-3.8212,-4.52695,-1.00971,-0.899896,-0.835972,-0.756257,-0.682442,-0.619524,-0.576537,-0.525683,-0.485041,-0.452137,-0.433943,-0.409856,-0.388868,-0.371194,-0.357741,-0.343378,-0.330431,-0.318506,-0.304805,-0.294388,-0.28423,-0.27428,-0.246571,-0.235134,-0.223936,-0.213343,-0.191039,-0.17926,0.0680972,0.0247401,0.0158936
J-456,0.791101,0.792802,0.794947,0.798097,0.800208,0.807891,0.81572,0.756732,0.773982,0.791271,0.807196,0.821805,0.835182,0.847455,0.858631,0.868858,0.880558,0.889308,0.897274,0.912342,0.924539,0.931969,0.988537,0.999558,1.01473,1.0248,1.03451,1.04406,0.742299,0.742771,0.759363,0.778087,0.831232,0.844823,0.858469,0.872903,0.896953,0.909783,0.922715,0.935143,0.950539,0.961792,0.9727,0.98327,0.99353,1.00348,1.01316,1.02258,1.02997,1.03902,1.04786,1.05651,1.06067,1.06931,1.0777,1.08588,1.09233,1.1003,1.10812,1.11583,1.12344,1.13099,1.13849,-2.09732,-2.31401,-3.12813,-0.2593,-0.155643,-0.0845259,-0.00303884,0.0711302,0.134681,0.18591,0.236542,0.277148,0.310191,0.337944,0.361765,0.382739,0.400642,0.416958,0.431517,0.444792,0.45712,0.467266,0.478395,0.489272,0.499933,0.49128,0.505344,0.519042,0.532037,0.536761,0.551785,0.794366,0.755215,0.735199
J-457,0.637356,0.655733,0.673739,0.69142,0.674366,0.691444,0.708223,0.724719,0.722931,0.738893,0.754589,0.770015,0.785189,0.800118,0.814807,0.829253,0.865236,0.879191,0.892936,0.994622,1.31079,1.31747,1.30864,1.3114,1.45519,1.45594,1.45751,1.45944,1.44101,1.38743,1.40902,1.43644,1.68305,1.70249,1.72143,1.73954,1.82883,1.84395,1.85843,1.87226,1.91506,1.92742,1.93934,1.95083,1.96194,1.97268,1.98309,1.99318,1.98859,1.99837,2.00783,2.01703,1.98944,1.99835,2.00701,2.01544,2.00996,2.01814,2.02615,2.03403,2.04181,2.04952,2.05717,1.00881,0.31288,-0.00157974,0.695196,0.803834,0.937981,1.01711,1.08597,1.14613,1.28814,1.33364,1.37005,1.3997,1.53425,1.55463,1.57328,1.58994,1.63491,1.6483,1.66096,1.67274,1.63453,1.64528,1.65572,1.66591,1.16689,1.17839,1.18947,1.20006,0.89707,0.909476,1.19969,1.17436,1.04407
J-458,1.98715,2.0114,2.03526,2.05875,2.00801,2.031,2.05361,2.07594,2.05966,2.08148,2.103,2.12423,2.14518,2.16584,2.18624,2.20637,2.27254,2.29202,2.31124,2.62559,2.99463,3.00902,3.12718,3.1361,3.35508,3.36085,3.36718,3.37354,3.50014,3.43672,3.45516,3.48028,3.83106,3.8475,3.86367,3.8792,4.00099,4.0134,4.02528,4.03665,4.09141,4.1013,4.11085,4.12006,4.12896,4.13756,4.14586,4.15391,4.14031,4.14823,4.15583,4.1632,4.11581,4.12322,4.13034,4.13723,4.12345,4.13017,4.1367,4.1431,4.14939,4.15558,4.16171,3.16323,2.48391,2.20332,2.88112,2.9894,3.15626,3.23522,3.30415,3.36448,3.5586,3.60384,3.64034,3.67034,3.86647,3.88668,3.90535,3.92223,3.98408,3.99768,4.01066,4.02286,3.95837,3.97002,3.98132,3.99236,3.22154,3.23682,3.25146,3.26535,2.80024,2.81716,3.08684,3.0609,2.86689
J-459,0.247294,0.254059,0.260987,0.267744,0.272773,0.279067,0.285123,0.10903,0.135002,0.161312,0.182317,0.199793,0.214579,0.227227,0.238087,0.247479,0.255794,0.264806,0.272541,0.26629,0.272497,0.275598,0.246576,0.240689,0.238512,0.231887,0.237644,0.246089,0.0368843,0.0404778,0.0617838,0.0847538,0.135287,0.152747,0.169549,0.185635,0.210531,0.224744,0.238481,0.251736,0.268629,0.28089,0.292831,0.304462,0.315803,0.326881,0.337717,0.348323,0.356439,0.367067,0.377483,0.387643,0.393161,0.402947,0.412482,0.421836,0.429094,0.438247,0.447246,0.456134,0.464937,0.473661,0.482349,0.491006,-1.15852,-1.94022,-1.1084,-0.980554,-0.877542,-0.787623,-0.713124,-0.651277,-0.587808,-0.536894,-0.496379,-0.463622,-0.432113,-0.409574,-0.389014,-0.371282,-0.354328,-0.339904,-0.326628,-0.314334,-0.305491,-0.294481,-0.283836,-0.273489,-0.300255,-0.282824,-0.27138,-0.262479,-0.274067,-0.25664,0.06298,0.0453602,0.0322411
J-46,0.113914,0.132642,0.150324,0.167038,0.184331,0.19929,0.21347,0.230899,0.246812,0.261134,0.274647,0.287407,0.299447,0.310813,0.321569,0.331723,0.340537,0.349645,0.358286,0.472159,0.475044,0.480331,0.394912,0.39456,0.435559,0.43469,0.43433,0.43469,0.228375,0.224831,0.247601,0.273409,0.380309,0.399575,0.418362,0.436401,0.479957,0.495559,0.51056,0.524974,0.549615,0.562773,0.575496,0.587832,0.599781,0.611392,0.622678,0.633662,0.639187,0.649801,0.660101,0.670167,0.667016,0.676638,0.68602,0.695227,0.69936,0.70826,0.717022,0.725688,0.734267,0.742782,0.751253,-0.64985,-1.08081,-1.73538,-0.816466,-0.689308,-0.583967,-0.493723,-0.416195,-0.349517,-0.266677,-0.214405,-0.172912,-0.139479,-0.08177,-0.0588819,-0.0381151,-0.0202099,0.00398585,0.0183568,0.0316222,0.0438847,0.0409905,0.0518697,0.0623805,0.0726149,-0.0754796,-0.0648729,-0.0547507,-0.0453065,-0.130265,-0.11896,0.218467,0.187123,0.146968
J-460,2.05885,2.08294,2.10663,2.12995,2.05279,2.07562,2.09808,2.12025,2.0901,2.11178,2.13316,2.15424,2.17504,2.19557,2.21583,2.2358,2.31846,2.33779,2.35686,2.66753,3.06647,3.08066,3.19551,3.2043,3.47443,3.48007,3.4863,3.49255,3.72947,3.66975,3.68833,3.71326,4.14272,4.1591,4.17522,4.19069,4.33874,4.35113,4.36302,4.37439,4.43997,4.44988,4.45945,4.46868,4.47761,4.48623,4.49456,4.50264,4.48379,4.49173,4.49937,4.50677,4.44587,4.45329,4.46044,4.46737,4.44855,4.45528,4.46186,4.46828,4.4746,4.48083,4.487,3.47789,2.78754,2.52375,3.20824,3.3169,3.50757,3.58677,3.65583,3.71629,3.94871,3.99411,4.03072,4.06077,4.30244,4.32267,4.34136,4.35822,4.43245,4.44602,4.45896,4.47111,4.38637,4.39795,4.4092,4.42018,3.44666,3.46184,3.47638,3.49017,2.90393,2.92077,3.1922,3.16608,2.92649
J-461,2.4256,2.45204,2.47807,2.50371,2.42769,2.45284,2.4776,2.50207,2.47358,2.49753,2.52118,2.54452,2.56756,2.59032,2.61277,2.63494,2.72049,2.74194,2.76312,3.16164,3.55633,3.57354,3.73707,3.74829,4.01946,4.02721,4.0354,4.04351,4.27585,4.22497,4.24247,4.2657,4.68756,4.70234,4.71696,4.73107,4.87551,4.8866,4.89729,4.90755,4.97107,4.97992,4.98848,4.99676,5.00477,5.01251,5.01999,5.02725,5.00808,5.01527,5.0222,5.02888,4.96843,4.97528,4.98184,4.98818,4.96919,4.97538,4.9814,4.98727,4.99302,4.99868,5.00428,3.97436,3.28547,3.01146,3.7158,3.8275,4.01807,4.09941,4.17023,4.23235,4.46202,4.50857,4.54616,4.57709,4.81386,4.8345,4.8536,4.87084,4.94379,4.95766,4.97091,4.98337,4.90162,4.9137,4.92541,4.93684,3.98311,3.99995,4.01597,4.03117,3.45179,3.4705,3.74507,3.71753,3.47783
J-462,0.0695335,0.0854049,0.100938,0.116131,0.121593,0.136161,0.150424,0.164407,0.173048,0.186486,0.199643,0.212572,0.225246,0.23768,0.249872,0.261859,0.279727,0.291286,0.302626,0.318805,0.594306,0.597754,0.5345,0.534665,0.630097,0.628857,0.628516,0.628679,0.51605,0.479628,0.502419,0.529926,0.706131,0.726362,0.746045,0.764858,0.831692,0.847739,0.863109,0.877825,0.912002,0.925299,0.938128,0.950517,0.962506,0.974107,0.985373,0.996307,0.997176,1.00774,1.01797,1.02793,1.01296,1.02252,1.03183,1.04092,1.04056,1.04935,1.058,1.06653,1.07497,1.08333,1.09165,-0.014356,-0.718792,-1.06964,-0.340264,-0.228683,-0.114331,-0.0332089,0.0371152,0.0985569,0.207039,0.253701,0.290885,0.320997,0.414823,0.435665,0.454612,0.471404,0.505274,0.518741,0.531398,0.543115,0.52276,0.533223,0.543368,0.553258,0.235384,0.245375,0.25504,0.264294,0.0695449,0.0801283,0.389086,0.362925,0.274054
J-463,0.080873,0.096769,0.112319,0.127544,0.131359,0.145969,0.160264,0.174304,0.182074,0.195552,0.208772,0.22174,0.234474,0.246958,0.259219,0.271262,0.290285,0.301901,0.313316,0.326195,0.609804,0.613249,0.550495,0.550656,0.64929,0.647947,0.647534,0.647615,0.539809,0.493294,0.516181,0.544367,0.725801,0.746406,0.766423,0.78554,0.854086,0.87032,0.885857,0.900695,0.935596,0.948967,0.961865,0.974321,0.986363,0.998013,1.0093,1.02027,1.02087,1.03143,1.04168,1.05166,1.03597,1.04554,1.05484,1.06394,1.0633,1.07209,1.08073,1.08925,1.09768,1.10604,1.11433,0.0372706,-0.666921,-1.00206,-0.292155,-0.182723,-0.0683237,0.0113342,0.0805134,0.140916,0.250937,0.29679,0.33335,0.362995,0.459423,0.479973,0.498674,0.515291,0.549849,0.563186,0.575743,0.587387,0.565684,0.576073,0.586163,0.596007,0.265899,0.2758,0.285407,0.294606,0.0922763,0.102783,0.403927,0.378631,0.287068
J-464,2.52268,2.55176,2.57906,2.60473,2.53641,2.55983,2.58189,2.60069,2.57571,2.59549,2.61473,2.63344,2.6516,2.66924,2.68637,2.70297,2.77432,2.78974,2.80468,2.97977,3.06202,3.07695,3.19837,3.2105,3.43934,3.44846,3.45771,3.46698,3.60682,3.59806,3.61485,3.63538,3.99258,4.00559,4.01859,4.03126,4.1546,4.16465,4.17443,4.1839,4.23868,4.24693,4.25494,4.26275,4.27033,4.27768,4.28483,4.29177,4.27627,4.2832,4.28988,4.29635,4.24579,4.25246,4.25887,4.26507,4.24974,4.25581,4.26171,4.26748,4.27314,4.27872,4.28422,3.02232,2.46472,1.98727,2.84857,2.97541,3.15874,3.24989,3.32841,3.3971,3.60498,3.65719,3.69918,3.73358,3.94003,3.96276,3.9837,4.00225,4.06743,4.08233,4.09636,4.10956,4.04268,4.05544,4.06778,4.07981,3.28017,3.2984,3.31564,3.33184,2.85335,2.87359,3.18585,3.152,2.95072
J-465,5.53619,5.57676,5.61496,5.6509,5.58118,5.61407,5.64508,5.67448,5.65342,5.68336,5.71268,5.74135,5.76938,5.79676,5.8235,5.84959,5.93761,5.96203,5.98584,6.23386,6.35511,6.39104,6.85493,6.88143,7.13719,7.15794,7.17829,7.19787,7.3503,7.32817,7.33823,7.35308,7.71575,7.72162,7.72802,7.73456,7.85422,7.85784,7.86155,7.86524,7.91519,7.91767,7.92019,7.92268,7.92511,7.92747,7.92974,7.93192,7.91137,7.91399,7.91638,7.91862,7.86275,7.86593,7.8688,7.87143,7.85204,7.85475,7.85725,7.85958,7.86177,7.86384,7.86583,6.75753,6.16018,5.76991,6.56244,6.68969,6.87775,6.96986,7.04988,7.12045,7.33292,7.38505,7.4277,7.46327,7.6731,7.69567,7.71691,7.73628,7.80267,7.81827,7.83333,7.8477,7.78217,7.79724,7.81184,7.82608,7.00921,7.03635,7.06187,7.08591,6.58706,6.61772,6.89654,6.86136,6.64165
J-466,0.181073,0.196067,0.209677,0.222259,0.233544,0.244299,0.254315,0.154897,0.156149,0.157364,0.159037,0.161046,0.163395,0.165966,0.168716,0.171873,0.176078,0.180661,0.185311,0.189891,0.195164,0.200163,0.213383,0.230367,0.238241,0.247405,0.255524,0.263838,0.0933172,0.111985,0.129993,0.145059,0.169255,0.183557,0.197207,0.210309,0.225437,0.237866,0.24978,0.261241,0.273294,0.284318,0.29502,0.305452,0.315638,0.325614,0.335411,0.345042,0.35419,0.363497,0.372699,0.381802,0.390442,0.398799,0.407181,0.415587,0.423833,0.432047,0.440314,0.448619,0.456976,0.465363,0.473788,0.482244,-1.81546,-2.20462,-0.359954,-0.36059,-0.405308,-0.423335,-0.422165,-0.417872,-0.408905,-0.397147,-0.385672,-0.374491,-0.364377,-0.354053,-0.34316,-0.332821,-0.322692,-0.3124,-0.302489,-0.292832,-0.283165,-0.273685,-0.264245,-0.254846,-0.240812,-0.225634,-0.212973,-0.201996,-0.183891,-0.171158,0.0301137,0.0439867,0.0172385
J-467,0.116954,0.130411,0.142866,0.154634,0.165289,0.176042,0.186342,0.0479189,0.0675904,0.0857565,0.101535,0.115409,0.127663,0.138499,0.148073,0.156545,0.163264,0.172806,0.181074,0.194014,0.197034,0.200816,0.213195,0.213704,0.21463,0.216255,0.218918,0.221418,-0.00305397,-0.00544531,0.0117224,0.0403863,0.0773878,0.0983571,0.117232,0.134768,0.155465,0.170862,0.18554,0.199581,0.214883,0.227802,0.240296,0.252398,0.264155,0.275564,0.286688,0.297535,0.307029,0.317816,0.328376,0.33873,0.349121,0.358538,0.367796,0.376915,0.385844,0.394648,0.403365,0.412038,0.420659,0.429264,0.437853,0.44644,-1.32018,-2.068,-1.11738,-0.996423,-0.919102,-0.839215,-0.770155,-0.711734,-0.65697,-0.604498,-0.562779,-0.529104,-0.50808,-0.482613,-0.460354,-0.4416,-0.426721,-0.411396,-0.397541,-0.384849,-0.371705,-0.360921,-0.350466,-0.340251,-0.322554,-0.313019,-0.304394,-0.29681,-0.282864,-0.273172,0.0414475,0.0206435,0.0137583
J-468,0.615264,0.635746,0.654979,0.673042,0.665182,0.68148,0.696787,0.707202,0.708359,0.720256,0.731696,0.742683,0.753242,0.763367,0.773082,0.782387,0.805229,0.81373,0.821859,0.897514,0.899933,0.901708,0.80176,0.802693,0.902019,0.901274,0.901441,0.902057,0.782913,0.719086,0.741751,0.771188,0.955293,0.976269,0.996641,1.01604,1.08504,1.1013,1.11681,1.1316,1.16645,1.17967,1.19241,1.20469,1.21653,1.22797,1.23904,1.24979,1.25016,1.26052,1.27053,1.28028,1.26446,1.27382,1.2829,1.29177,1.29095,1.29953,1.30793,1.31623,1.32442,1.33254,1.3406,0.293871,-0.351213,-0.724707,-0.0346269,0.0732645,0.188536,0.266972,0.335198,0.394772,0.506573,0.551686,0.587735,0.617035,0.715905,0.736179,0.754684,0.7712,0.806395,0.819673,0.832215,0.843861,0.821197,0.831667,0.841831,0.851763,0.514624,0.525002,0.535058,0.544692,0.340589,0.351722,0.64498,0.619917,0.528386
J-469,0.279259,0.29638,0.313303,0.329867,0.336402,0.352322,0.367919,0.383232,0.393048,0.407794,0.422264,0.436473,0.450417,0.464121,0.47758,0.490802,0.510038,0.522807,0.535354,0.611144,0.873167,0.878524,0.844596,0.846358,0.942213,0.942499,0.943552,0.945072,0.833276,0.819862,0.841318,0.866462,1.03632,1.05486,1.07299,1.0904,1.15458,1.16947,1.1838,1.19756,1.23031,1.24277,1.25483,1.2665,1.27782,1.2888,1.29946,1.30983,1.31042,1.32048,1.33023,1.33973,1.32493,1.33411,1.34303,1.35176,1.35124,1.35971,1.36802,1.37621,1.3843,1.39234,1.40031,0.236911,-0.469691,-0.849979,-0.0782139,0.0387147,0.155193,0.240016,0.31335,0.377495,0.485528,0.534213,0.573004,0.604411,0.695686,0.717222,0.736824,0.754117,0.787421,0.801261,0.814264,0.826305,0.807858,0.818728,0.829252,0.83952,0.534535,0.545699,0.556413,0.566625,0.376927,0.388827,0.712312,0.68394,0.594888
J-47,0.112139,0.130993,0.148801,0.165618,0.182923,0.197918,0.212106,0.229415,0.245227,0.259472,0.272904,0.285569,0.297534,0.308824,0.319496,0.329589,0.338327,0.347371,0.355938,0.467896,0.470681,0.47579,0.385628,0.385277,0.426908,0.426214,0.425958,0.426454,0.225976,0.222854,0.245637,0.271299,0.377767,0.396963,0.415692,0.433646,0.477113,0.492681,0.507666,0.522057,0.546687,0.559835,0.572565,0.584903,0.596865,0.608476,0.619769,0.63077,0.636326,0.646943,0.657272,0.667349,0.664203,0.673842,0.68326,0.692473,0.696617,0.705544,0.714334,0.723027,0.731641,0.740197,0.7487,-0.726909,-1.08504,-1.79679,-0.82726,-0.697528,-0.59111,-0.499683,-0.420956,-0.353885,-0.27071,-0.217563,-0.175384,-0.141432,-0.0838909,-0.0606562,-0.0396177,-0.021533,0.0026429,0.01715,0.0305077,0.0428325,0.0401714,0.0511156,0.0616768,0.0719478,-0.0746334,-0.0639033,-0.0536801,-0.0441699,-0.130897,-0.119496,0.214065,0.183373,0.143489
J-470,0.359975,0.377733,0.395161,0.41222,0.419241,0.435669,0.45177,0.467593,0.477902,0.493152,0.508134,0.522848,0.537292,0.55149,0.565462,0.579167,0.598921,0.61217,0.625188,0.717175,0.982542,0.988527,0.965359,0.967609,1.06334,1.06399,1.0654,1.06723,0.952257,0.933579,0.95496,0.980261,1.14877,1.16724,1.1853,1.20264,1.26613,1.28088,1.29506,1.30869,1.34102,1.35331,1.36521,1.37673,1.38789,1.39871,1.40922,1.41943,1.42,1.4299,1.43952,1.44887,1.43426,1.44331,1.45212,1.46072,1.4602,1.46855,1.47672,1.48479,1.49276,1.50066,1.50851,0.359573,-0.344057,-0.718257,0.0450071,0.161129,0.276665,0.360948,0.433868,0.497664,0.604574,0.652945,0.691525,0.722816,0.812901,0.83433,0.853855,0.87111,0.904077,0.917906,0.930911,0.942977,0.925103,0.936042,0.946633,0.956959,0.656407,0.667861,0.678858,0.689336,0.50153,0.513767,0.83236,0.804269,0.715658
J-471,0.457313,0.455548,0.454131,0.453058,0.451661,0.451209,0.451039,0.377531,0.388829,0.399376,0.408719,0.417016,0.424376,0.430891,0.436651,0.441735,0.446424,0.450911,0.454861,0.448966,0.450097,0.44875,0.30872,0.312529,0.350202,0.352079,0.355244,0.358739,0.198189,0.197047,0.218274,0.241895,0.334816,0.35275,0.370342,0.387291,0.426218,0.441055,0.455416,0.469282,0.491949,0.504693,0.51708,0.529124,0.540835,0.552239,0.563358,0.574199,0.580362,0.590939,0.601227,0.611274,0.610204,0.619822,0.629222,0.638433,0.643366,0.652315,0.661122,0.669838,0.678479,0.687072,0.695614,0.704137,-1.05763,-1.81267,-0.900543,-0.766825,-0.659978,-0.567901,-0.488654,-0.421603,-0.340988,-0.287421,-0.244925,-0.210703,-0.157299,-0.134135,-0.113079,-0.0949914,-0.0720212,-0.0575106,-0.044148,-0.031799,-0.0323613,-0.0213152,-0.0106547,-0.00029333,-0.123169,-0.111664,-0.100926,-0.0911873,-0.176216,-0.163987,0.184665,0.155081,0.10773
J-472,2.22619,2.22515,2.2229,2.21936,2.17408,2.16832,2.16185,2.14153,2.11182,2.10174,2.09116,2.08046,2.0698,2.05922,2.04891,2.03906,2.0554,2.04811,2.0411,1.9397,1.96814,1.94588,1.28975,1.28525,1.37428,1.36831,1.38144,1.39779,1.41767,1.41766,1.44227,1.47104,1.67622,1.6995,1.72049,1.7397,1.82043,1.83767,1.85364,1.8685,1.90829,1.9219,1.93475,1.94694,1.95856,1.96965,1.9803,1.99056,1.98793,1.99735,2.00656,2.01555,1.99372,2.00126,2.00878,2.01628,2.01232,2.01942,2.02657,2.03377,2.041,2.04828,1.0214,0.861376,0.39883,0.0458366,0.853686,0.88723,0.955463,0.986864,1.02168,1.05382,1.17411,1.20598,1.23222,1.2543,1.38306,1.40326,1.42106,1.43682,1.48145,1.49516,1.50785,1.51961,1.48106,1.49046,1.4999,1.50938,1.05714,1.06326,1.06751,1.07235,0.85931,0.880385,1.1609,1.15819,1.07207
